1316 0 67
1262 2882 54
971 2538 34667
2597 44 1150
2453 3057 5343
1302 1217 3057
1555 0 1539
78 2775 1071
969 2536 34661
589 1830 3568
1717 0 1604
921 0 908
3919 2272 3908
1266 2880 34
1310 0 48
4948 1878 4057
19 0 1035
34307 817 516
2617 1067 17
505 0 513
512 1866 3494
1264 2884 71
1298 1221 3061
957 2524 34649
4656 4222 2536
1668 0 1652
34637 34299 35702
2615 79 1071
463 0 482
2162 875 2132
1300 1219 3059
349 45 2687
2455 3059 5345
0 14 36037
2926 52 51
2457 3061 5341
3412 6337 443
92 1073 35387
1540 455 3447
0 1981 1966
407 1950 0
8080 3799 6297
1112 1053 2810
174 0 4
32 0 1012
0 2027 2043
908 0 102
2760 15 104
0 1966 1627
0 1356 1255
35 0 85
1388 0 35
1518 1703 6276
0 2 1184
1066 2465 2802
6435 34758 3106
1241 125 107
535 537 2029
3891 0 2613
3700 0 1925
265 0 74
2288 0 2272
2258 0 2092
1893 3505 1789
0 547 35709
549 2062 3934
70 1 1075
2519 36111 5013
2946 6891 1200
67 1160 1406
0 22 1182
1060 1342 1059
1737 1941 1751
2934 61 267
5237 2985 1405
521 1123 2979
4650 4224 2538
0 1184 8
1265 0 28
170 2968 1379
4834 866 1007
4525 34582 2439
35727 181 35737
108 2773 1069
121 51 1069
959 2528 34653
1141 159 1095
1405 1195 3009
511 1119 2977
4998 4382 5131
36143 129 35387
35558 35557 38
130 2972 1383
4017 2820 4319
4527 34568 2425
975 2540 34663
274 1170 2936
1256 1041 1175
163 2482 2886
127 0 35711
155 3027 2917
47 349 1712
791 3595 1904
48 0 581
169 3035 2921
474 1125 2975
57 1088 1087
0 1182 84
128 2722 2739
4321 2419 2549
2728 1184 2776
3025 2553 1356
2412 2745 4002
1030 2751 2502
1408 3063 2565
2828 201 244
1353 1244 1145
1366 2943 1155
1090 0 35731
224 3031 2915
2559 85 2628
5239 2991 1399
1286 958 0
254 3029 2923
1398 57 2826
1244 1176 162
128 100 35907
987 127 109
36036 36035 91
93 2975 956
1288 972 0
4887 171 34708
35731 2111 1295
1401 1201 3007
148 217 1390
577 3268 1615
2465 4564 5060
1877 0 1861
7030 4699 5167
5180 3079 5415
1713 2704 1721
1370 2947 1163
1016 558 605
967 2530 34655
146 2241 3831
2226 0 145
11043 9520 11859
135 173 1093
1325 2931 1157
161 246 1392
4642 4216 2528
1328 3038 1224
5233 3002 1389
2581 35337 4103
1309 101 1376
2985 5356 3034
1068 2979 954
1045 35583 1055
1314 0 87
1411 35343 2560
150 186 1083
0 126 197
4069 5302 99
1290 974 0
6848 4584 6903
2542 4066 2784
1628 3205 1612
2579 35331 2870
1315 105 1364
80 2977 962
2475 1203 132
1375 1710 846
1318 0 148
200 44 2958
786 2790 1276
0 1851 1611
239 3033 2919
1344 1058 1049
0 1729 1899
2800 35537 4493
83 2768 182
35738 181 5093
2523 1150 1077
4314 2821 3984
1363 1287 836
1312 0 161
5868 5665 6983
319 318 0
0 2221 2285
2496 2729 6815
1551 1478 385
2341 3244 678
1284 960 0
9284 7406 7350
1212 274 0
1341 2935 1169
162 1883 1049
2597 5113 2958
35610 1412 2928
0 174 1343
1408 0 116
2473 1131 1132
1292 970 0
3203 1510 209
936 1937 667
4253 2960 3996
2888 1138 1224
1142 1043 2703
1598 204 1582
2052 2135 0
6438 4848 4120
3188 3193 3204
11136 7454 9857
4550 34605 4076
651 2647 622
5149 8471 2812
135 35746 4969
5049 5433 298
220 1158 1079
2488 3043 219
695 1268 325
4326 743 1437
2575 35341 4097
1313 120 1370
3027 5076 5380
34524 34398 4212
2388 2577 4599
0 1090 948
2906 245 2624
2806 1258 2356
3623 1449 3122
2452 4920 2449
2876 1139 4007
34525 4559 4597
35714 35713 35569
2805 0 35561
981 2355 34671
2583 35333 4107
1317 177 1366
8388 5350 4186
35570 0 1115
1369 899 840
1362 669 0
116 0 245
229 244 1091
150 35744 4963
34460 903 34625
1108 272 885
0 1444 616
34336 34388 2800
3015 3084 5086
1854 3484 1838
3046 35339 3064
1311 124 1368
1236 1212 0
5325 7237 2830
1365 1291 834
295 1086 1085
1676 3328 1660
6817 4014 6345
0 2321 2238
1552 786 4864
34354 8659 4466
2038 1052 2022
1358 61 1174
0 1853 1805
74 0 1100
1086 1395 1306
2886 4740 34663
1367 1283 844
1368 2941 1153
248 0 1147
4932 2545 34689
97 1260 195
1166 2562 990
1396 34304 2450
5223 5015 4007
6043 2151 3787
1562 3212 1544
2159 35606 2791
635 2266 653
357 889 2664
2181 757 746
3643 1985 2001
3762 602 2175
3403 1739 1755
1471 582 591
2867 35318 665
1622 596 1633
3691 2031 2049
4630 34595 35375
0 1878 555
0 917 928
3810 0 2225
1116 2609 258
669 2974 1038
1449 1437 1450
218 4854 2803
303 2663 2702
2702 2675 305
5913 1636 2903
1421 1113 0
638 357 299
2026 2004 3663
300 933 638
0 909 934
1274 2716 4951
1399 1207 3011
1080 1362 0
1191 1448 1037
989 880 2716
946 2791 1089
6624 4372 4118
2710 337 1028
678 4347 996
1601 1656 3325
1935 874 873
731 925 188
2709 188 1003
789 0 1019
3773 2128 2143
0 1537 998
1671 5483 3377
1034 0 1113
35750 221 4919
2852 1215 3013
0 722 1033
0 1033 1106
1373 2786 862
2845 1019 1270
4958 8436 4982
2293 3864 2277
35395 35586 926
3328 5637 1793
2723 1795 2713
0 719 723
314 682 0
1806 3458 1796
689 1152 340
35752 339 5073
6292 1275 5721
4170 4584 3990
34519 4553 4211
6433 860 34448
0 929 355
763 2206 3820
6779 6205 10549
3137 5575 794
102 0 32
806 1703 1465
762 2269 3770
1701 3422 1735
3135 1609 707
936 674 2720
345 2269 896
601 868 2176
0 282 303
771 0 694
761 0 1014
0 690 2087
0 366 929
4943 2347 2188
1446 0 792
1151 2566 851
1061 1115 0
361 937 1458
34338 35286 2874
811 1648 813
3428 402 2039
0 371 816
813 812 370
788 1824 1840
3215 1477 1754
5624 7688 5651
1824 1787 3460
784 399 3195
3138 810 3146
1517 404 3354
0 1531 810
1774 5462 6275
1548 3167 1532
383 1491 0
801 1518 382
5564 7525 1107
191 1563 0
1430 0 857
3049 1078 916
1480 3339 1688
1030 1108 2707
923 2066 0
4233 854 1011
2394 6064 4149
0 1627 1868
0 1899 1851
1852 3485 1836
1659 5509 5492
1804 3456 1794
1794 3440 1778
376 3356 1888
403 0 1006
1006 0 864
1778 369 1762
952 400 1867
0 1566 378
3496 3587 5824
864 0 1050
3677 41 1998
1866 456 1881
0 1950 2023
1563 1583 0
2132 2145 2065
3744 0 2109
3620 0 2094
2192 0 2219
2094 0 2073
0 2192 2158
34294 6322 827
0 2204 2220
0 2043 2057
0 2220 2236
0 2236 2252
2415 3586 3447
439 424 1973
0 828 423
0 2298 2268
2984 4472 1206
0 2268 2244
1733 0 1658
2212 3783 2194
2178 3814 2162
0 2013 1997
433 0 921
2394 907 432
2292 441 3905
0 2325 2283
2308 2284 3960
2194 3784 2178
0 2177 2227
0 423 2027
34339 34294 827
0 2252 434
485 0 1674
34301 37 4040
1781 0 1733
0 1876 1797
1875 35310 35530
0 1892 1798
8962 8961 34456
1111 2550 35556
0 451 1892
450 1859 3537
1798 3554 3569
0 1827 1876
0 1813 1827
0 1743 39
408 0 471
459 0 1668
1623 467 3144
467 457 1608
