8.786629046144607894e-03,3.352124288538603329e-03,4.858468559831420272e-03,1.306666947456731030e-02
8.788461505659983519e-03,3.357730214849862903e-03,4.861731170423129814e-03,1.315243413729642007e-02
8.795075014187305265e-03,3.377961178525371207e-03,4.873505873443042050e-03,1.346191415352243625e-02
8.809424923026954943e-03,3.421852066879616829e-03,4.899052804334930351e-03,1.413321562653003030e-02
8.838640025408349074e-03,3.511188226320311606e-03,4.951057584388158551e-03,1.549932513990205651e-02
8.894643160443091792e-03,3.682367700560376395e-03,5.050724377837364186e-03,1.811654297116627524e-02
9.001673318230728194e-03,4.009274475937449345e-03,5.241122852061617411e-03,2.311433704526006175e-02
9.197882164662900609e-03,4.607772178796046975e-03,5.589897124763181478e-03,3.226545184370335773e-02
9.365246290386521066e-03,5.117464106946684535e-03,5.887120707950438750e-03,4.006033716807348710e-02
9.602751419104280442e-03,5.839479176255244625e-03,6.308468967115763576e-03,5.110662228304272553e-02
9.940085292276133397e-03,6.862377653046735845e-03,6.906025385492527320e-03,6.676675595547067188e-02
1.039914637759515453e-02,8.249461764780446904e-03,7.717503038943729875e-03,8.802539607785578313e-02
1.102626113373045627e-02,1.013499024155195029e-02,8.822797133974236497e-03,1.169699231853879307e-01
1.185162823906002645e-02,1.259979146815759163e-02,1.027163636138771728e-02,1.548961759395531823e-01
1.293573685358653455e-02,1.580728792422762818e-02,1.216413583311468441e-02,2.044158439385578008e-01
1.430565377769235473e-02,1.980960758186447665e-02,1.453762855736695850e-02,2.664970079483617860e-01
1.601449852352967648e-02,2.471802179667140914e-02,1.746844397306436536e-02,3.431258841314920871e-01
1.805173989642709295e-02,3.043847426879368184e-02,2.091544939776970868e-02,4.332207645353333691e-01
2.041259370422313785e-02,3.687121491252071115e-02,2.483886648548282519e-02,5.357388011666579519e-01
2.299852958211387813e-02,4.364400639057922776e-02,2.903599769344472614e-02,6.453910626556972341e-01
2.569523809806284823e-02,5.035192759002200813e-02,3.328021468990649545e-02,7.562771464827211521e-01
2.830040987219898524e-02,5.641549796116353266e-02,3.722096688519462709e-02,8.592804733274448381e-01
3.062158818557975462e-02,6.138252931981739297e-02,4.056050161190807163e-02,9.466762289280844511e-01
3.248670219489711852e-02,6.498027789845926827e-02,4.308300462716271179e-02,1.012867264986641258e+00
8.786693782008565476e-03,3.352322298983590517e-03,4.858583813337410094e-03,1.306969712194923187e-02
8.788624064455418522e-03,3.358227454051120140e-03,4.862020585913847705e-03,1.316003817360648920e-02
8.795185524994924772e-03,3.378299086458801028e-03,4.873702597792506190e-03,1.346707618723786207e-02
8.809844783906299950e-03,3.423135767543361661e-03,4.899800171494988511e-03,1.415282883894892520e-02
8.838895659169088495e-03,3.511969083994406250e-03,4.951512453358874674e-03,1.551122970124056005e-02
8.895764768273198980e-03,3.685793137030538534e-03,5.052719778847834971e-03,1.816882048269201355e-02
9.002078356731155195e-03,4.010507298980012583e-03,5.241842422915274878e-03,2.313302014882898106e-02
9.200327547849192558e-03,4.615215127032975921e-03,5.594239649512645039e-03,3.237887382661121249e-02
9.365352873707944933e-03,5.117775155335436976e-03,5.887306939407722754e-03,4.006458415145805474e-02
9.605913294687906667e-03,5.849057553134925404e-03,6.314069390314512760e-03,5.125236141809934309e-02
9.939086891729544126e-03,6.859320225702951468e-03,6.904250122754852087e-03,6.671879092647681198e-02
1.040255075651574067e-02,8.259666063778798792e-03,7.723498383322084659e-03,8.818007241597766721e-02
1.102270352473718774e-02,1.012423433891051702e-02,8.816514363853463973e-03,1.168022267125424646e-01
1.185411760432976934e-02,1.260704165850977734e-02,1.027595464664724997e-02,1.550042084208952675e-01
1.292796299290575185e-02,1.578418439280326532e-02,1.215054605029474745e-02,2.040536841131063983e-01
1.430594162208544649e-02,1.981007505592422696e-02,1.453802028207381442e-02,2.664975351900409350e-01
1.600260580622115542e-02,2.468367409847976521e-02,1.744801267302360098e-02,3.425792999906586145e-01
1.805081995926027805e-02,3.043515183420437281e-02,2.091367082336637040e-02,4.331573392133860056e-01
2.040240837916374242e-02,3.684290937512006703e-02,2.482179255438666382e-02,5.352719434197984461e-01
2.300267183392424100e-02,4.365326694193556040e-02,2.904219835791379406e-02,6.455276890624964681e-01
2.569585667723141287e-02,5.035192134416494741e-02,3.328067538573233064e-02,7.562618034641027664e-01
2.831072545533403276e-02,5.643721137427022000e-02,3.723574884881766106e-02,8.596405055615337076e-01
3.062734398907379640e-02,6.139330340262648400e-02,4.056822180347337270e-02,9.468571494146714729e-01
3.249191444842749327e-02,6.498929048949170229e-02,4.308965786384376384e-02,1.013028681505110384e+00
8.786632453016770747e-03,3.352134648314204074e-03,4.858474613915464251e-03,1.306682476089401912e-02
8.788453112211172535e-03,3.357704450213460680e-03,4.861716209996486647e-03,1.315203551323638857e-02
8.795019267743725902e-03,3.377790472310281903e-03,4.873406589939532386e-03,1.345929366772053402e-02
8.809239293858661321e-03,3.421283931745936271e-03,4.898722266523303746e-03,1.412450615794323856e-02
8.838135904917655133e-03,3.509645950664556230e-03,4.950160100448340941e-03,1.547569585658815916e-02
8.893408480266823055e-03,3.678592532343082002e-03,5.048526935096845671e-03,1.805872291879428992e-02
8.998860643737147808e-03,4.000682407853219276e-03,5.236119574970172184e-03,2.298275050081119431e-02
9.191844267354677689e-03,4.589357927134999487e-03,5.579166919461614471e-03,3.198336980687856851e-02
9.356337886153311481e-03,5.090333096356964779e-03,5.871302123724566301e-03,3.964458181003181758e-02
9.589614594883631715e-03,5.799549941935820338e-03,6.285169450655635377e-03,5.049441084359521797e-02
9.920997546344074991e-03,6.804525473724825496e-03,6.872228495982521737e-03,6.587891615785214372e-02
1.037191046670511013e-02,8.167239203086084157e-03,7.669392327805553237e-03,8.676182748257543764e-02
1.098840414876512545e-02,1.002133244094564890e-02,8.756145015232167858e-03,1.152196670187967120e-01
1.180038737784305618e-02,1.244710575796895667e-02,1.018182579430624256e-02,1.525381260528763383e-01
1.286888777218371527e-02,1.561014250228855843e-02,1.204769225655473626e-02,2.013585843594746794e-01
1.422171023745677672e-02,1.956547045453655570e-02,1.439262315052593916e-02,2.626896365533519795e-01
1.591465547920363835e-02,2.443304654506389673e-02,1.729790611355024044e-02,3.386467489716689094e-01
1.793994710708366608e-02,3.012723339618765192e-02,2.072733063881678287e-02,4.282769994034135719e-01
2.029787340833780207e-02,3.656215664646176450e-02,2.464959726731752801e-02,5.307586205600751672e-01
2.289200706802619473e-02,4.336904785175412641e-02,2.886471303834680507e-02,6.408744004882321876e-01
2.560881289364319233e-02,5.014086575066227514e-02,3.314580244913546692e-02,7.527188934172069912e-01
2.823990641474761337e-02,5.627786770717836673e-02,3.713081173812365215e-02,8.568784503562529853e-01
3.058654077022930629e-02,6.130968064790249389e-02,4.051105089041270868e-02,9.453442019483518921e-01
3.247049528144452246e-02,6.495016971667592898e-02,4.306164630088302886e-02,1.012281909120594570e+00
8.786439542014121140e-03,3.351544428246974044e-03,4.858131132816841634e-03,1.305779221403818857e-02
8.788287628579610766e-03,3.357198152131899566e-03,4.861421566081280260e-03,1.314428724870685822e-02
8.794563050521245207e-03,3.376394898915508012e-03,4.872594347082399337e-03,1.343794395329082729e-02
8.808576718387847726e-03,3.419257383670386459e-03,4.897542712321845994e-03,1.409350581403462366e-02
8.836312792147029208e-03,3.504071684418575729e-03,4.946915041152639102e-03,1.539045353647030927e-02
8.890569895489683350e-03,3.669917345845699706e-03,5.043475708831229344e-03,1.792605403037046685e-02
8.991879558823204222e-03,3.979367400339569802e-03,5.223703460094810888e-03,2.265682331314165451e-02
9.180755097486755292e-03,4.555552799384437156e-03,5.559462693773528467e-03,3.146621186960553429e-02
9.337953545036432185e-03,5.034369305921529772e-03,5.838662367866634395e-03,3.878829086615084160e-02
9.567415204903071194e-03,5.732102718956365132e-03,6.245801734082185273e-03,4.946167895824286898e-02
9.885380035417019179e-03,6.696623592721872957e-03,6.809172992599575071e-03,6.422558304617985436e-02
1.032859868587697114e-02,8.036534547037517406e-03,7.592892659467171367e-03,8.475611369791198613e-02
1.092261174385941551e-02,9.823887956247175091e-03,8.640321881713791674e-03,1.121844202213184150e-01
1.172175750954974893e-02,1.221288216599171472e-02,1.004401800577037034e-02,1.489268485045530943e-01
1.275748907479937536e-02,1.528173644324927472e-02,1.185365925965866686e-02,1.962761731468210535e-01
1.409416513528881018e-02,1.919462296742427757e-02,1.417229868468092464e-02,2.569181311913115717e-01
1.575001610061214571e-02,2.396331374248645424e-02,1.701670076711077687e-02,3.312827526141644552e-01
1.776609824798455750e-02,2.964345112393656362e-02,2.043480388931083122e-02,4.206140392771630654e-01
2.010164923430651090e-02,3.603412015577347333e-02,2.432597708541692563e-02,5.222808400227677561e-01
2.271226630357838991e-02,4.290610781833965881e-02,2.857595761280816785e-02,6.333025472110379583e-01
2.544371138445254005e-02,4.973950732245841638e-02,3.288957246859995631e-02,7.459930185582259732e-01
2.812134459863585567e-02,5.601023399488187782e-02,3.695479370800919955e-02,8.522447955060173941e-01
3.050836624505073175e-02,6.114909481369927569e-02,4.040135542209471325e-02,9.424447288840409609e-01
3.243425253784314871e-02,6.488381809935897526e-02,4.301418354669914873e-02,1.011016291371737319e+00
8.786259026823584409e-03,3.350992114824701083e-03,4.857809719008988024e-03,1.304933885251587794e-02
8.787962236728100521e-03,3.356202647324133936e-03,4.860842211247641542e-03,1.312905408081158250e-02
8.794105951543262564e-03,3.374996574322316600e-03,4.871780523477987554e-03,1.341654968097168860e-02
8.807387887782913011e-03,3.415621358296992097e-03,4.895426308417519419e-03,1.403789261200668811e-02
8.834349254148443631e-03,3.498067729191390099e-03,4.943419953860942601e-03,1.529862888518316102e-02
8.885813703346038747e-03,3.655381897246182815e-03,5.035012112965763648e-03,1.770379949957810034e-02
8.983899947934437594e-03,3.955001099516603814e-03,5.209510702507320207e-03,2.228419784316509195e-02
9.163130036481715451e-03,4.501820118402547442e-03,5.528143442882538054e-03,3.064436355386514557e-02
9.316033681844639383e-03,4.967628859621747890e-03,5.799741070126805155e-03,3.776704781257998050e-02
9.532906381323041564e-03,5.627239255520383523e-03,6.184597964174287296e-03,4.785645459508359317e-02
9.841674470691390286e-03,6.564167988982019634e-03,6.731781626034201091e-03,6.219605695822098129e-02
1.026231797012862323e-02,7.836438617138693705e-03,7.475795250483114641e-03,8.168669658214225415e-02
1.083957008180561413e-02,9.574498101587163024e-03,8.494070710544584374e-03,1.083512503052839610e-01
1.160236948606688419e-02,1.185696435383720368e-02,9.834673105075969132e-03,1.434423972875110143e-01
